cbsa_code,cbsa_name,year,total_employed,area_sq_miles,total_employment_density,log_employment_density,manufacturing_density,professional_density,healthcare_density,manufacturing_share,professional_share,healthcare_share,industry_diversity,employment_density_z
31660,"Malone, NY Micro Area",2016,20132,1694.1898754639938,11.882965594093388,2.5559059421618247,1.6096188741850124,0.0779133448450391,0.07555233439518944,0.13545599046294457,0.0065567256109676135,0.006358036956089807,0.9048843029409435,-0.5301353951327061
31660,"Malone, NY Micro Area",2017,19960,1694.1898754639938,11.781442144749853,2.5479942864601375,1.5098661826788637,0.07850359745750152,0.08086460790735119,0.1281563126252505,0.0066633266533066135,0.00686372745490982,0.9088853006614431,-0.5310314304258673
31660,"Malone, NY Micro Area",2018,20209,1694.1898754639938,11.928415045252994,2.559427605630128,1.5039636565542396,0.09975269150614854,0.0879476392569002,0.1260824385174922,0.008362610717996932,0.0073729526448612,0.9141023511000137,-0.529734263053791
31660,"Malone, NY Micro Area",2019,19380,1694.1898754639938,11.43909562952165,2.5208443860768557,1.561218159963094,0.11923102771740833,0.09562092321891162,0.13648090815273478,0.01042311661506708,0.008359133126934985,0.9098137755455232,-0.5340529447865273
31660,"Malone, NY Micro Area",2021,18773,1694.1898754639938,11.080812293756964,2.4916184331066447,1.5429203289767592,0.13103607996665667,0.07496208178272702,0.13924252916422522,0.011825494060618974,0.006765034890534278,0.9238108457233812,-0.5372151158501836
31660,"Malone, NY Micro Area",2022,19321,1694.1898754639938,11.404270725386368,2.5180408266519425,1.326297620203052,0.1416606269909802,0.06964980827056526,0.11629832824387971,0.012421717302417059,0.006107344340355054,0.938659846919634,-0.5343603057301117
31680,"Malvern, AR Micro Area",2013,13488,622.3780325890741,21.671716053168396,3.1211181587506487,1.6340551027633643,0.2185167099073919,0.20084256425311753,0.07540035587188612,0.010083036773428233,0.009267497034400949,0.955874027649374,-0.4437409124393549
31680,"Malvern, AR Micro Area",2014,13801,622.3780325890741,22.1746258340582,3.143057966081376,1.2452238983693287,0.24904477967386576,0.1429999057482197,0.056155351061517284,0.011231070212303457,0.006448808057387146,0.9584174108435376,-0.4393022835721616
31680,"Malvern, AR Micro Area",2015,13293,622.3780325890741,21.35840165293353,3.107202163304964,1.0186734858918123,0.2233369314494667,0.1397864247201698,0.04769427518242684,0.010456631309711879,0.0065447980139923265,0.9596801595419691,-0.4465061924045392
31680,"Malvern, AR Micro Area",2016,13485,622.3780325890741,21.66689583162632,3.1209055266756973,1.163280132154057,0.16067405140249402,0.12211227906589546,0.053689284390063034,0.007415647015202077,0.005635891731553578,0.9604021661828074,-0.44378345520805
31680,"Malvern, AR Micro Area",2017,13378,622.3780325890741,21.494974596625653,3.1132919330026847,0.9672577894430141,0.17834819705676838,0.1510336083183444,0.04499925250411123,0.00829720436537599,0.007026461354462551,0.96566027466233,-0.4453008139581768
31680,"Malvern, AR Micro Area",2018,13232,622.3780325890741,21.26039048157801,3.102808887543408,1.0475948151442611,0.13657294369211992,0.07230332313112231,0.04927448609431681,0.006423821039903264,0.003400846432889964,0.9659071484850766,-0.4473712287013404
31680,"Malvern, AR Micro Area",2019,13127,622.3780325890741,21.09168272760539,3.0952011905201617,0.9656510489289891,0.0755168041591722,0.21208974785129212,0.045783499657195095,0.003580406795155024,0.010055610573626876,0.9668895778226562,-0.44886022560567046
31680,"Malvern, AR Micro Area",2021,12515,622.3780325890741,20.10835753302213,3.0496690536708693,0.862819656031393,0.187988640140918,0.215303228879342,0.0429085097882541,0.009348781462245305,0.010707151418298042,0.965745275066644,-0.45753895041947956
